Extinction, scattering, and absorption properties computed for the
carbonaceous - silicate dust model of Weingartner & Draine (2001) and
Li & Draine (2001).

Model consists of mixture of carbonaceous grains, and amorphous
silicate grains.  Carbonaceous grains are PAH-like when small, and
graphite-like when large (see Li & Draine 2001).  Size distributions
from Weingartner & Draine (2001).  PAH optical properties are from Li
& Draine (2001).  Graphite and silicate optical properties from Draine
& Lee (1984), Laor & Draine (1993), Weingartner & Draine (2001), and
Li & Draine (2001).

Grain size distribution: Weingartner & Draine (2001) model B for
R_V=5.5 galactic dust with C/H = b_C = 30.e-6 in two log-normal size
distributions.

The PAH/graphitic grains in the log-normal size distributions are
assumed to be 50% neutral and 50% ionized.  The PAH/graphitic grains
in the size distribution given by eq. (5,6) of Weingartner & Draine
(2001) are assumed to be 100% ionized.

Calculated by B.T. Draine, Princeton University

Thu Oct  3 23:05:09 EDT 2002
 
References:
Draine, B.T., & Lee, H.-M. 1984, "Optical Properties of Interstellar
    Graphite and Silicate Grains", Astrophys. J., 285, 89-108
Laor, A., & Draine, B.T. 1993, "Spectroscopic Constraints on the Properties
    of Dust in Active Galactic Nuclei", Astrophys. J., 402, 441-468
Li, A., & Draine, B.T. 2001, "Infrared Emission from Interstellar Dust. II.
    The Diffuse Interstellar Medium", Astrophys. J., 554, 778-802
Weingartner, J.C., & Draine, B.T. 2001, "Dust Grain-Size Distributions and 
    Extinction in the Milky Way, LMC, and SMC", Astrophys. J., 548, 296-309

Tabulated quantities:
lambda  = wavelength in vacuo (micron)
albedo  = (scattering cross section)/(extinction cross section)
g       = <cos(theta)> for scattered light
C_ext/H = extinction cross section per H nucleon (cm^2/H)
K_abs   = absorption cross section per mass of dust (cm^2/gram)

 1.798E-26 = M_dust per H nucleon (gram/H) for this dust model
 1.300E+02 = M_gas/M_dust for this dust model

 lambda   albedo    g     C_ext/H    K_abs
(micron)                  (cm^2/H)  (cm^2/g)
--------- ------  ------ --------- ---------
6.839E-01 0.8017  0.5924 3.708E-22 4.089E+03
6.879E-01 0.8015  0.5912 3.679E-22 4.060E+03
6.918E-01 0.8013  0.5900 3.650E-22 4.032E+03
6.958E-01 0.8011  0.5888 3.620E-22 4.004E+03
6.998E-01 0.8009  0.5876 3.591E-22 3.976E+03
7.039E-01 0.8006  0.5863 3.562E-22 3.949E+03
7.079E-01 0.8004  0.5851 3.533E-22 3.922E+03
7.120E-01 0.8001  0.5838 3.504E-22 3.895E+03
7.161E-01 0.7998  0.5825 3.475E-22 3.869E+03
7.203E-01 0.7995  0.5812 3.446E-22 3.843E+03
7.244E-01 0.7991  0.5798 3.417E-22 3.817E+03
7.286E-01 0.7988  0.5785 3.389E-22 3.792E+03
7.328E-01 0.7984  0.5771 3.360E-22 3.766E+03
7.371E-01 0.7981  0.5757 3.331E-22 3.741E+03
7.413E-01 0.7977  0.5743 3.303E-22 3.716E+03
7.456E-01 0.7973  0.5729 3.274E-22 3.691E+03
7.499E-01 0.7968  0.5714 3.246E-22 3.667E+03
7.542E-01 0.7964  0.5700 3.218E-22 3.643E+03
7.586E-01 0.7960  0.5685 3.190E-22 3.619E+03
7.630E-01 0.7955  0.5670 3.161E-22 3.595E+03
7.674E-01 0.7951  0.5655 3.133E-22 3.571E+03
7.718E-01 0.7946  0.5640 3.106E-22 3.547E+03
7.762E-01 0.7941  0.5625 3.078E-22 3.524E+03
7.807E-01 0.7936  0.5610 3.050E-22 3.501E+03
7.852E-01 0.7931  0.5594 3.023E-22 3.478E+03
7.898E-01 0.7926  0.5579 2.995E-22 3.455E+03
7.943E-01 0.7920  0.5563 2.968E-22 3.433E+03
7.989E-01 0.7915  0.5547 2.941E-22 3.411E+03
8.035E-01 0.7909  0.5532 2.914E-22 3.388E+03
8.082E-01 0.7903  0.5516 2.887E-22 3.366E+03
8.128E-01 0.7897  0.5500 2.861E-22 3.345E+03
8.175E-01 0.7892  0.5484 2.834E-22 3.323E+03
8.222E-01 0.7885  0.5468 2.808E-22 3.301E+03
8.270E-01 0.7879  0.5453 2.781E-22 3.280E+03
8.318E-01 0.7873  0.5437 2.755E-22 3.259E+03
8.366E-01 0.7867  0.5421 2.729E-22 3.238E+03
8.414E-01 0.7860  0.5405 2.704E-22 3.217E+03
8.463E-01 0.7853  0.5389 2.678E-22 3.197E+03
8.511E-01 0.7847  0.5373 2.653E-22 3.176E+03
8.561E-01 0.7840  0.5357 2.627E-22 3.156E+03
8.610E-01 0.7833  0.5341 2.602E-22 3.136E+03
8.660E-01 0.7825  0.5326 2.577E-22 3.117E+03
8.710E-01 0.7818  0.5310 2.552E-22 3.097E+03
8.760E-01 0.7811  0.5294 2.528E-22 3.078E+03
8.810E-01 0.7803  0.5279 2.503E-22 3.059E+03
8.861E-01 0.7795  0.5263 2.479E-22 3.039E+03
8.913E-01 0.7787  0.5247 2.455E-22 3.021E+03
8.964E-01 0.7779  0.5232 2.431E-22 3.002E+03
9.016E-01 0.7771  0.5216 2.407E-22 2.983E+03
9.068E-01 0.7763  0.5201 2.383E-22 2.965E+03
9.120E-01 0.7754  0.5185 2.360E-22 2.947E+03
9.173E-01 0.7746  0.5169 2.336E-22 2.929E+03
9.226E-01 0.7737  0.5154 2.313E-22 2.911E+03
9.279E-01 0.7728  0.5138 2.290E-22 2.893E+03
9.333E-01 0.7719  0.5123 2.267E-22 2.875E+03
9.386E-01 0.7710  0.5107 2.244E-22 2.858E+03
9.441E-01 0.7700  0.5092 2.221E-22 2.840E+03
9.495E-01 0.7691  0.5076 2.199E-22 2.823E+03
9.550E-01 0.7681  0.5060 2.176E-22 2.806E+03
9.605E-01 0.7672  0.5044 2.154E-22 2.788E+03
9.661E-01 0.7662  0.5028 2.131E-22 2.771E+03
9.716E-01 0.7652  0.5012 2.109E-22 2.754E+03
9.772E-01 0.7642  0.4996 2.087E-22 2.737E+03
9.829E-01 0.7632  0.4980 2.066E-22 2.721E+03
9.886E-01 0.7621  0.4963 2.044E-22 2.704E+03
9.943E-01 0.7611  0.4947 2.022E-22 2.687E+03
1.000E+00 0.7600  0.4930 2.001E-22 2.671E+03
1.006E+00 0.7589  0.4913 1.980E-22 2.654E+03
1.012E+00 0.7578  0.4896 1.959E-22 2.638E+03
1.017E+00 0.7567  0.4878 1.938E-22 2.621E+03
1.023E+00 0.7556  0.4861 1.917E-22 2.605E+03
1.029E+00 0.7545  0.4843 1.896E-22 2.589E+03
1.035E+00 0.7533  0.4825 1.875E-22 2.573E+03
1.041E+00 0.7522  0.4807 1.855E-22 2.557E+03
1.047E+00 0.7510  0.4788 1.835E-22 2.541E+03
1.053E+00 0.7498  0.4769 1.815E-22 2.525E+03
1.059E+00 0.7486  0.4750 1.795E-22 2.509E+03
1.065E+00 0.7474  0.4731 1.775E-22 2.493E+03
1.072E+00 0.7462  0.4711 1.755E-22 2.477E+03
1.078E+00 0.7449  0.4691 1.736E-22 2.462E+03
1.084E+00 0.7437  0.4671 1.716E-22 2.446E+03
1.090E+00 0.7425  0.4650 1.697E-22 2.431E+03
1.096E+00 0.7412  0.4630 1.678E-22 2.415E+03
1.103E+00 0.7399  0.4608 1.659E-22 2.400E+03
1.109E+00 0.7386  0.4587 1.641E-22 2.384E+03
1.116E+00 0.7374  0.4565 1.622E-22 2.369E+03
1.122E+00 0.7361  0.4543 1.604E-22 2.354E+03
1.128E+00 0.7348  0.4521 1.586E-22 2.339E+03
1.135E+00 0.7334  0.4499 1.568E-22 2.324E+03
1.142E+00 0.7321  0.4476 1.550E-22 2.309E+03
1.148E+00 0.7308  0.4453 1.532E-22 2.294E+03
1.155E+00 0.7295  0.4430 1.515E-22 2.279E+03
1.161E+00 0.7281  0.4406 1.498E-22 2.265E+03
1.168E+00 0.7268  0.4382 1.481E-22 2.250E+03
1.175E+00 0.7254  0.4358 1.464E-22 2.235E+03
1.182E+00 0.7241  0.4334 1.448E-22 2.221E+03
1.189E+00 0.7227  0.4310 1.431E-22 2.207E+03
1.195E+00 0.7214  0.4286 1.415E-22 2.192E+03
1.202E+00 0.7200  0.4261 1.399E-22 2.178E+03
1.209E+00 0.7186  0.4236 1.383E-22 2.164E+03
1.216E+00 0.7173  0.4212 1.368E-22 2.150E+03
1.223E+00 0.7159  0.4187 1.352E-22 2.136E+03
1.230E+00 0.7145  0.4162 1.337E-22 2.123E+03
1.237E+00 0.7132  0.4137 1.322E-22 2.109E+03
1.245E+00 0.7117  0.4112 1.307E-22 2.096E+03
1.252E+00 0.7103  0.4087 1.293E-22 2.083E+03
1.259E+00 0.7089  0.4062 1.278E-22 2.069E+03
1.266E+00 0.7075  0.4037 1.264E-22 2.056E+03
1.274E+00 0.7062  0.4012 1.250E-22 2.043E+03
1.281E+00 0.7048  0.3987 1.237E-22 2.030E+03
1.288E+00 0.7034  0.3963 1.223E-22 2.018E+03
1.296E+00 0.7020  0.3938 1.210E-22 2.005E+03
1.303E+00 0.7006  0.3914 1.197E-22 1.992E+03
1.311E+00 0.6992  0.3890 1.184E-22 1.980E+03
1.318E+00 0.6978  0.3866 1.171E-22 1.968E+03
1.326E+00 0.6964  0.3842 1.159E-22 1.956E+03
1.334E+00 0.6951  0.3818 1.146E-22 1.944E+03
1.341E+00 0.6937  0.3795 1.134E-22 1.932E+03
1.349E+00 0.6923  0.3772 1.122E-22 1.920E+03
1.357E+00 0.6909  0.3749 1.110E-22 1.908E+03
1.365E+00 0.6895  0.3727 1.098E-22 1.897E+03
1.372E+00 0.6881  0.3705 1.087E-22 1.885E+03
1.380E+00 0.6868  0.3683 1.076E-22 1.874E+03
1.388E+00 0.6854  0.3662 1.065E-22 1.862E+03
1.396E+00 0.6840  0.3641 1.054E-22 1.851E+03
1.404E+00 0.6827  0.3620 1.043E-22 1.840E+03
1.413E+00 0.6813  0.3600 1.032E-22 1.829E+03
1.421E+00 0.6800  0.3580 1.022E-22 1.818E+03
1.429E+00 0.6786  0.3561 1.011E-22 1.808E+03
1.437E+00 0.6773  0.3542 1.001E-22 1.797E+03
1.445E+00 0.6759  0.3523 9.912E-23 1.786E+03
1.454E+00 0.6746  0.3505 9.813E-23 1.776E+03
1.462E+00 0.6732  0.3488 9.716E-23 1.766E+03
1.471E+00 0.6718  0.3470 9.619E-23 1.755E+03
1.479E+00 0.6705  0.3454 9.525E-23 1.745E+03
1.488E+00 0.6691  0.3437 9.431E-23 1.735E+03
1.496E+00 0.6678  0.3421 9.339E-23 1.725E+03
1.505E+00 0.6664  0.3406 9.249E-23 1.716E+03
1.514E+00 0.6651  0.3391 9.159E-23 1.706E+03
1.522E+00 0.6638  0.3376 9.071E-23 1.696E+03
1.531E+00 0.6624  0.3362 8.984E-23 1.687E+03
1.540E+00 0.6611  0.3349 8.898E-23 1.677E+03
1.549E+00 0.6598  0.3335 8.814E-23 1.668E+03
1.558E+00 0.6585  0.3323 8.731E-23 1.658E+03
1.567E+00 0.6572  0.3310 8.649E-23 1.649E+03
1.576E+00 0.6559  0.3298 8.568E-23 1.640E+03
1.585E+00 0.6546  0.3287 8.488E-23 1.630E+03
1.594E+00 0.6533  0.3275 8.409E-23 1.621E+03
1.603E+00 0.6520  0.3265 8.331E-23 1.612E+03
1.613E+00 0.6508  0.3254 8.254E-23 1.603E+03
1.622E+00 0.6495  0.3244 8.179E-23 1.594E+03
1.631E+00 0.6482  0.3235 8.104E-23 1.585E+03
1.641E+00 0.6470  0.3225 8.030E-23 1.576E+03
1.650E+00 0.6457  0.3217 7.958E-23 1.568E+03
1.660E+00 0.6445  0.3208 7.886E-23 1.559E+03
1.669E+00 0.6432  0.3200 7.815E-23 1.550E+03
1.679E+00 0.6420  0.3192 7.745E-23 1.542E+03
1.688E+00 0.6408  0.3185 7.676E-23 1.533E+03
1.698E+00 0.6395  0.3178 7.608E-23 1.525E+03
1.708E+00 0.6383  0.3171 7.541E-23 1.517E+03
1.718E+00 0.6371  0.3165 7.474E-23 1.508E+03
1.728E+00 0.6359  0.3159 7.409E-23 1.500E+03
1.738E+00 0.6347  0.3153 7.345E-23 1.492E+03
1.748E+00 0.6334  0.3148 7.281E-23 1.484E+03
1.758E+00 0.6322  0.3143 7.218E-23 1.476E+03
1.768E+00 0.6311  0.3138 7.156E-23 1.468E+03
1.778E+00 0.6299  0.3134 7.095E-23 1.460E+03
1.789E+00 0.6287  0.3130 7.035E-23 1.453E+03
1.799E+00 0.6275  0.3126 6.976E-23 1.445E+03
1.809E+00 0.6263  0.3123 6.917E-23 1.437E+03
1.820E+00 0.6251  0.3119 6.859E-23 1.430E+03
1.830E+00 0.6240  0.3116 6.802E-23 1.422E+03
1.841E+00 0.6228  0.3113 6.746E-23 1.415E+03
1.851E+00 0.6217  0.3111 6.690E-23 1.408E+03
1.862E+00 0.6205  0.3109 6.635E-23 1.400E+03
1.873E+00 0.6194  0.3107 6.581E-23 1.393E+03
1.884E+00 0.6183  0.3105 6.528E-23 1.386E+03
1.895E+00 0.6172  0.3103 6.475E-23 1.378E+03
1.905E+00 0.6161  0.3101 6.424E-23 1.371E+03
1.916E+00 0.6150  0.3100 6.372E-23 1.364E+03
1.928E+00 0.6139  0.3099 6.322E-23 1.357E+03
1.939E+00 0.6129  0.3098 6.272E-23 1.350E+03
1.950E+00 0.6118  0.3097 6.223E-23 1.343E+03
1.961E+00 0.6108  0.3097 6.174E-23 1.336E+03
1.972E+00 0.6098  0.3096 6.126E-23 1.329E+03
1.984E+00 0.6088  0.3096 6.079E-23 1.323E+03
1.995E+00 0.6078  0.3095 6.032E-23 1.316E+03
2.007E+00 0.6067  0.3095 5.986E-23 1.309E+03
2.018E+00 0.6058  0.3095 5.941E-23 1.302E+03
2.030E+00 0.6048  0.3096 5.896E-23 1.296E+03
2.042E+00 0.6039  0.3096 5.851E-23 1.289E+03
2.054E+00 0.6029  0.3096 5.808E-23 1.282E+03
2.065E+00 0.6020  0.3097 5.765E-23 1.276E+03
2.077E+00 0.6010  0.3098 5.722E-23 1.269E+03
2.089E+00 0.6001  0.3098 5.680E-23 1.263E+03
2.101E+00 0.5992  0.3099 5.638E-23 1.257E+03
2.113E+00 0.5983  0.3100 5.597E-23 1.250E+03
2.126E+00 0.5974  0.3101 5.557E-23 1.244E+03
2.138E+00 0.5966  0.3102 5.516E-23 1.238E+03
2.150E+00 0.5957  0.3103 5.477E-23 1.231E+03
2.163E+00 0.5948  0.3104 5.437E-23 1.225E+03
2.175E+00 0.5940  0.3105 5.399E-23 1.219E+03
2.188E+00 0.5931  0.3107 5.361E-23 1.213E+03
2.200E+00 0.5923  0.3108 5.323E-23 1.207E+03
2.213E+00 0.5915  0.3109 5.286E-23 1.201E+03
2.226E+00 0.5907  0.3111 5.249E-23 1.195E+03
2.239E+00 0.5899  0.3112 5.213E-23 1.189E+03
2.252E+00 0.5892  0.3114 5.177E-23 1.183E+03
2.265E+00 0.5884  0.3115 5.142E-23 1.177E+03
2.278E+00 0.5877  0.3116 5.107E-23 1.171E+03
2.291E+00 0.5869  0.3118 5.073E-23 1.165E+03
2.304E+00 0.5862  0.3119 5.038E-23 1.159E+03
2.317E+00 0.5855  0.3121 5.005E-23 1.154E+03
2.331E+00 0.5848  0.3123 4.971E-23 1.148E+03
2.344E+00 0.5841  0.3124 4.938E-23 1.142E+03
2.358E+00 0.5834  0.3125 4.906E-23 1.137E+03
2.371E+00 0.5827  0.3127 4.874E-23 1.131E+03
2.385E+00 0.5821  0.3129 4.842E-23 1.125E+03
2.399E+00 0.5814  0.3130 4.810E-23 1.120E+03
2.413E+00 0.5808  0.3131 4.779E-23 1.114E+03
2.427E+00 0.5801  0.3133 4.748E-23 1.109E+03
2.441E+00 0.5795  0.3135 4.718E-23 1.103E+03
2.455E+00 0.5789  0.3136 4.688E-23 1.098E+03
2.469E+00 0.5783  0.3137 4.658E-23 1.092E+03
2.483E+00 0.5777  0.3139 4.628E-23 1.087E+03
2.497E+00 0.5772  0.3140 4.599E-23 1.081E+03
2.512E+00 0.5766  0.3141 4.571E-23 1.076E+03
2.526E+00 0.5761  0.3142 4.542E-23 1.071E+03
2.541E+00 0.5755  0.3143 4.514E-23 1.066E+03
2.556E+00 0.5750  0.3144 4.487E-23 1.060E+03
2.570E+00 0.5744  0.3146 4.459E-23 1.055E+03
2.585E+00 0.5739  0.3147 4.432E-23 1.050E+03
2.600E+00 0.5735  0.3148 4.405E-23 1.045E+03
2.615E+00 0.5729  0.3148 4.378E-23 1.040E+03
2.630E+00 0.5724  0.3149 4.352E-23 1.035E+03
2.645E+00 0.5720  0.3150 4.326E-23 1.030E+03
2.661E+00 0.5715  0.3151 4.300E-23 1.025E+03
2.676E+00 0.5710  0.3152 4.274E-23 1.020E+03
2.692E+00 0.5706  0.3153 4.249E-23 1.015E+03
2.707E+00 0.5701  0.3153 4.224E-23 1.010E+03
2.723E+00 0.5697  0.3154 4.199E-23 1.005E+03
2.738E+00 0.5693  0.3154 4.175E-23 9.999E+02
2.754E+00 0.5688  0.3154 4.150E-23 9.950E+02
2.770E+00 0.5684  0.3155 4.126E-23 9.903E+02
2.786E+00 0.5680  0.3155 4.102E-23 9.855E+02
2.802E+00 0.5676  0.3156 4.079E-23 9.807E+02
2.818E+00 0.5672  0.3156 4.055E-23 9.760E+02
2.835E+00 0.5668  0.3156 4.032E-23 9.712E+02
2.851E+00 0.5664  0.3156 4.009E-23 9.666E+02
2.867E+00 0.5660  0.3156 3.986E-23 9.620E+02
2.884E+00 0.5657  0.3156 3.964E-23 9.573E+02
2.901E+00 0.5653  0.3156 3.941E-23 9.527E+02
2.917E+00 0.5649  0.3156 3.919E-23 9.482E+02
2.934E+00 0.5646  0.3156 3.897E-23 9.437E+02
2.951E+00 0.5642  0.3156 3.875E-23 9.391E+02
2.968E+00 0.5639  0.3156 3.854E-23 9.346E+02
2.985E+00 0.5635  0.3155 3.832E-23 9.302E+02
3.003E+00 0.5632  0.3155 3.811E-23 9.258E+02
3.020E+00 0.5629  0.3154 3.790E-23 9.214E+02
3.037E+00 0.5626  0.3154 3.770E-23 9.170E+02
3.055E+00 0.5623  0.3153 3.749E-23 9.126E+02
3.073E+00 0.5619  0.3152 3.729E-23 9.083E+02
3.090E+00 0.5616  0.3152 3.708E-23 9.041E+02
3.108E+00 0.5613  0.3151 3.688E-23 8.998E+02
3.126E+00 0.5610  0.3150 3.669E-23 8.957E+02
3.144E+00 0.5607  0.3149 3.649E-23 8.915E+02
3.162E+00 0.5612  0.3146 3.629E-23 8.856E+02
3.181E+00 0.5600  0.3147 3.611E-23 8.834E+02
3.199E+00 0.5597  0.3146 3.592E-23 8.795E+02
3.217E+00 0.5593  0.3145 3.573E-23 8.756E+02
3.236E+00 0.5590  0.3144 3.555E-23 8.719E+02
3.255E+00 0.5584  0.3142 3.538E-23 8.687E+02
3.273E+00 0.5576  0.3142 3.522E-23 8.666E+02
3.292E+00 0.5559  0.3140 3.513E-23 8.675E+02
3.311E+00 0.5559  0.3139 3.492E-23 8.623E+02
3.330E+00 0.5570  0.3137 3.466E-23 8.539E+02
3.350E+00 0.5572  0.3136 3.445E-23 8.484E+02
3.369E+00 0.5571  0.3134 3.426E-23 8.438E+02
3.388E+00 0.5570  0.3132 3.407E-23 8.394E+02
3.408E+00 0.5568  0.3130 3.389E-23 8.353E+02
3.428E+00 0.5566  0.3129 3.371E-23 8.312E+02
3.447E+00 0.5564  0.3127 3.354E-23 8.273E+02
3.467E+00 0.5562  0.3125 3.336E-23 8.233E+02
3.487E+00 0.5560  0.3123 3.319E-23 8.193E+02
3.508E+00 0.5559  0.3121 3.301E-23 8.153E+02
3.528E+00 0.5557  0.3119 3.284E-23 8.115E+02
3.548E+00 0.5555  0.3117 3.267E-23 8.076E+02
3.569E+00 0.5553  0.3115 3.250E-23 8.037E+02
3.589E+00 0.5551  0.3113 3.233E-23 7.999E+02
3.610E+00 0.5549  0.3110 3.216E-23 7.960E+02
3.631E+00 0.5547  0.3108 3.200E-23 7.923E+02
3.652E+00 0.5546  0.3106 3.183E-23 7.885E+02
3.673E+00 0.5544  0.3104 3.167E-23 7.848E+02
3.694E+00 0.5542  0.3101 3.151E-23 7.810E+02
3.715E+00 0.5540  0.3099 3.134E-23 7.773E+02
3.737E+00 0.5538  0.3096 3.118E-23 7.737E+02
3.758E+00 0.5537  0.3094 3.102E-23 7.700E+02
3.780E+00 0.5535  0.3091 3.087E-23 7.663E+02
3.802E+00 0.5534  0.3088 3.071E-23 7.627E+02
3.824E+00 0.5532  0.3086 3.055E-23 7.591E+02
3.846E+00 0.5530  0.3083 3.040E-23 7.555E+02
3.868E+00 0.5529  0.3080 3.024E-23 7.519E+02
3.890E+00 0.5527  0.3078 3.009E-23 7.483E+02
3.913E+00 0.5526  0.3074 2.993E-23 7.447E+02
3.936E+00 0.5524  0.3071 2.978E-23 7.413E+02
3.958E+00 0.5523  0.3069 2.963E-23 7.378E+02
3.981E+00 0.5521  0.3066 2.948E-23 7.342E+02
4.004E+00 0.5520  0.3062 2.933E-23 7.307E+02
4.027E+00 0.5519  0.3059 2.918E-23 7.272E+02
4.050E+00 0.5517  0.3056 2.903E-23 7.238E+02
4.074E+00 0.5516  0.3053 2.889E-23 7.204E+02
4.097E+00 0.5515  0.3050 2.874E-23 7.169E+02
4.121E+00 0.5513  0.3046 2.860E-23 7.134E+02
4.145E+00 0.5512  0.3043 2.845E-23 7.100E+02
4.169E+00 0.5511  0.3039 2.831E-23 7.066E+02
4.193E+00 0.5510  0.3036 2.816E-23 7.031E+02
4.217E+00 0.5509  0.3033 2.802E-23 6.997E+02
4.241E+00 0.5508  0.3029 2.787E-23 6.962E+02
4.266E+00 0.5507  0.3025 2.773E-23 6.929E+02
4.290E+00 0.5506  0.3022 2.759E-23 6.895E+02
4.315E+00 0.5505  0.3018 2.745E-23 6.862E+02
4.340E+00 0.5504  0.3015 2.731E-23 6.828E+02
4.365E+00 0.5503  0.3011 2.717E-23 6.795E+02
4.390E+00 0.5502  0.3007 2.703E-23 6.762E+02
4.416E+00 0.5501  0.3004 2.690E-23 6.729E+02
4.441E+00 0.5500  0.3000 2.676E-23 6.697E+02
4.467E+00 0.5499  0.2996 2.663E-23 6.665E+02
4.493E+00 0.5497  0.2992 2.649E-23 6.633E+02
4.519E+00 0.5496  0.2988 2.636E-23 6.602E+02
4.545E+00 0.5495  0.2985 2.623E-23 6.571E+02
4.571E+00 0.5493  0.2981 2.609E-23 6.539E+02
4.597E+00 0.5492  0.2977 2.596E-23 6.508E+02
4.624E+00 0.5490  0.2973 2.583E-23 6.478E+02
4.651E+00 0.5489  0.2969 2.570E-23 6.448E+02
4.677E+00 0.5487  0.2965 2.558E-23 6.418E+02
4.704E+00 0.5486  0.2961 2.545E-23 6.388E+02
4.732E+00 0.5484  0.2957 2.532E-23 6.359E+02
4.759E+00 0.5482  0.2953 2.519E-23 6.330E+02
4.786E+00 0.5480  0.2949 2.507E-23 6.301E+02
4.814E+00 0.5478  0.2945 2.495E-23 6.272E+02
4.842E+00 0.5476  0.2940 2.482E-23 6.244E+02
4.870E+00 0.5474  0.2936 2.470E-23 6.217E+02
4.898E+00 0.5472  0.2932 2.458E-23 6.190E+02
4.926E+00 0.5470  0.2928 2.446E-23 6.162E+02
4.955E+00 0.5467  0.2924 2.434E-23 6.135E+02
4.983E+00 0.5465  0.2919 2.422E-23 6.109E+02
5.012E+00 0.5462  0.2915 2.410E-23 6.083E+02
5.041E+00 0.5460  0.2911 2.399E-23 6.056E+02
5.070E+00 0.5458  0.2906 2.387E-23 6.030E+02
5.099E+00 0.5455  0.2901 2.376E-23 6.004E+02
5.129E+00 0.5453  0.2897 2.364E-23 5.979E+02
5.158E+00 0.5450  0.2892 2.353E-23 5.954E+02
5.188E+00 0.5447  0.2888 2.342E-23 5.929E+02
5.218E+00 0.5444  0.2883 2.331E-23 5.905E+02
5.248E+00 0.5441  0.2878 2.320E-23 5.881E+02
5.278E+00 0.5437  0.2873 2.309E-23 5.858E+02
5.309E+00 0.5434  0.2869 2.298E-23 5.835E+02
5.339E+00 0.5430  0.2864 2.287E-23 5.813E+02
5.370E+00 0.5426  0.2859 2.277E-23 5.791E+02
5.401E+00 0.5422  0.2854 2.266E-23 5.769E+02
5.433E+00 0.5418  0.2849 2.256E-23 5.748E+02
5.464E+00 0.5413  0.2845 2.246E-23 5.728E+02
5.495E+00 0.5408  0.2840 2.235E-23 5.708E+02
5.527E+00 0.5403  0.2835 2.225E-23 5.688E+02
5.559E+00 0.5398  0.2830 2.216E-23 5.670E+02
5.591E+00 0.5392  0.2825 2.206E-23 5.652E+02
5.623E+00 0.5386  0.2820 2.196E-23 5.635E+02
5.656E+00 0.5380  0.2815 2.187E-23 5.619E+02
5.689E+00 0.5373  0.2810 2.178E-23 5.603E+02
5.721E+00 0.5366  0.2805 2.169E-23 5.589E+02
5.754E+00 0.5358  0.2801 2.160E-23 5.576E+02
5.788E+00 0.5350  0.2796 2.152E-23 5.564E+02
5.821E+00 0.5341  0.2790 2.144E-23 5.554E+02
5.855E+00 0.5331  0.2785 2.136E-23 5.546E+02
5.888E+00 0.5320  0.2780 2.129E-23 5.540E+02
5.922E+00 0.5307  0.2776 2.122E-23 5.539E+02
5.957E+00 0.5292  0.2770 2.117E-23 5.541E+02
5.991E+00 0.5275  0.2765 2.112E-23 5.550E+02
6.026E+00 0.5253  0.2760 2.109E-23 5.566E+02
6.060E+00 0.5228  0.2755 2.107E-23 5.592E+02
6.095E+00 0.5198  0.2750 2.108E-23 5.628E+02
6.131E+00 0.5166  0.2745 2.109E-23 5.670E+02
6.166E+00 0.5137  0.2740 2.109E-23 5.703E+02
6.202E+00 0.5121  0.2735 2.104E-23 5.707E+02
6.237E+00 0.5124  0.2729 2.091E-23 5.671E+02
6.273E+00 0.5140  0.2723 2.074E-23 5.604E+02
6.310E+00 0.5156  0.2714 2.054E-23 5.534E+02
6.346E+00 0.5167  0.2714 2.038E-23 5.478E+02
6.383E+00 0.5178  0.2709 2.023E-23 5.423E+02
6.419E+00 0.5186  0.2703 2.009E-23 5.377E+02
6.457E+00 0.5189  0.2698 1.996E-23 5.339E+02
6.494E+00 0.5191  0.2692 1.984E-23 5.306E+02
6.531E+00 0.5190  0.2687 1.973E-23 5.278E+02
6.569E+00 0.5188  0.2682 1.963E-23 5.252E+02
6.607E+00 0.5185  0.2676 1.953E-23 5.229E+02
6.645E+00 0.5181  0.2671 1.943E-23 5.208E+02
6.683E+00 0.5176  0.2666 1.934E-23 5.188E+02
6.722E+00 0.5170  0.2660 1.925E-23 5.170E+02
6.761E+00 0.5164  0.2655 1.916E-23 5.152E+02
6.800E+00 0.5158  0.2649 1.907E-23 5.136E+02
6.839E+00 0.5150  0.2644 1.899E-23 5.121E+02
6.879E+00 0.5142  0.2638 1.891E-23 5.109E+02
6.918E+00 0.5133  0.2633 1.883E-23 5.097E+02
6.958E+00 0.5123  0.2628 1.876E-23 5.088E+02
6.998E+00 0.5111  0.2622 1.870E-23 5.083E+02
7.039E+00 0.5097  0.2616 1.864E-23 5.082E+02
7.079E+00 0.5081  0.2611 1.859E-23 5.084E+02
7.120E+00 0.5064  0.2605 1.854E-23 5.087E+02
7.161E+00 0.5043  0.2600 1.850E-23 5.101E+02
7.203E+00 0.5016  0.2594 1.849E-23 5.125E+02
7.244E+00 0.4983  0.2589 1.850E-23 5.162E+02
7.286E+00 0.4945  0.2583 1.854E-23 5.211E+02
7.328E+00 0.4904  0.2577 1.858E-23 5.265E+02
7.371E+00 0.4854  0.2572 1.866E-23 5.340E+02
7.413E+00 0.4792  0.2566 1.878E-23 5.439E+02
7.456E+00 0.4722  0.2560 1.895E-23 5.562E+02
7.499E+00 0.4643  0.2555 1.916E-23 5.706E+02
7.542E+00 0.4556  0.2549 1.940E-23 5.875E+02
7.586E+00 0.4458  0.2543 1.971E-23 6.073E+02
7.630E+00 0.4355  0.2538 2.005E-23 6.295E+02
